,title,link,description,category
34,Stairs Jumps Down #13 - BeamNG.drive,/watch?v=mmIipf2rdf4,"Hey, in this video you see how much damage can do a stair for the cars, when jumping. Enjoy watching! Subscribe to my channel: ...",CARS
35,⚡️7 Real Life 🤖Transformer Cars🚖 That Actually Exist😲 2018,/watch?v=TQ3xrirYHH0,7 Real Life 🤖Transformer Cars   That Actually Exist   2018 Thanks for Watching these Real Transforming Vehicles.. Please like ...,CARS
36,ROBLOX FIELD TRIP Z CAR CHASE END,/watch?v=S2USzTloqNo,"PLAY: https://www.roblox.com/games/4954096313/Field-Trip-Z-NEW-ENDING
follow ig: instagram.com/albertsstuff/
Today I play ...",CARS
37,What if Cars Disappeared? | #aumsum #kids #science #education #children,/watch?v=pqDQi7IpPHg,"What if Cars Disappeared?
Firstly, if cars disappeared, people driving bicycles will be among the happiest.
Secondly, public ...",CARS
38,Magic Little Driver ride on Toy Cars and Transform car for kids,/watch?v=KOCWIOnStaQ,"Vlad rides on Nikita's children's car. Nikita wants to take his car, but Vlad does not give it. Nikita turns a big car into a ...",CARS
0,Indian Politics Explained,/watch?v=HuK2WPmcbjA,In this video I have pin pointed a problem that exists in the Indian politics which by the way is the growing concern behind ...,INDIANPOLITICS
1,Indian Political Leaders' Love Affairs (BBC Hindi),/watch?v=6eJGMFAr780,पश्चिम की तरह भारतीय राजनेताओं के प्रेम प्रसंगों पर भारतीय मीडिया में खुल...,INDIANPOLITICS
2,Indian Elections | Patriot Act with Hasan Minhaj | Netflix,/watch?v=qqZ_SH9N3Xo,"On the latest episode of Patriot Act, Hasan analyzes the current state of politics in India and what it means to him as an ...",INDIANPOLITICS
3,Indian Elections - Stand-up Comedy by Varun Grover,/watch?v=sy0T-M-4too,Elections 2019 mein alag hi level ka mazaak chal raha tha. Performed this bit in Aazaadi Tour in Mumbai in May 2019. Video shot ...,INDIANPOLITICS
4,"Amit Shah ""BAAP of Politics"" Funny Indian Politics | Amit shah thug life ✔️",/watch?v=qQ6HOuRahNo,"Amit shah best reply on cab, Amit shah reply on citizenship amendment bill. amit shah heated moment on ""Cab"". amit shah funny ...",INDIANPOLITICS
5,Dirty Secret of Indian Politics: Why is it full of criminals and gangsters?,/watch?v=tN0iyfob8-U,Gangs of Wasseypur. Omakara. Raees. It's not just in the movies. 1 in 3 of our elected MPs have criminal cases against them.,INDIANPOLITICS
6,BASIC POLITICAL KNOWLEDGE |  DELHI ON INDIAN POLITICS | JAAN PEHCHAAN POLITICS |,/watch?v=0PZTNBrkrPM,"With elections around, team Jaan Pehchaan went to various places in National Capital to check the BASIC POLITICAL ...",INDIANPOLITICS
7,Halla Bol: Will PM Modi finally wipe out Congress from Indian politics?,/watch?v=H1eJegIwtMk,Exit polls by India Today Group-Cicero for Maharashtra and Haryana Assembly polls indicate a complete wipeout of the Congress ...,INDIANPOLITICS
8,लालू प्रसाद यादव की धमाकेदार कॉमेडी || Lalu Yadav funny video || Indian politics || funny politician,/watch?v=l5yjgIl96_o,Lalu Yadav is an Indian politician who gives sarcastic speeches. He is liked by all as his sense pf humor is great. His speeches is ...,INDIANPOLITICS
9,Impact of COVID-19 on Contemporary Indian Politics: New Dimensions and Challenges by Pol Sc.,/watch?v=WyY5mnXoi6E,,INDIANPOLITICS
10,India - Political debate ends in punch up,/watch?v=Ver5_wkK1Wk,T/I: 10:59:40 A political crisis in a key Indian state degenerated into pandemonium Tuesday (21/10) as politicians traded punches ...,INDIANPOLITICS
11,Left vs Right: Which is best political ideology? | By Dhruv Rathee,/watch?v=xYdvj28s6bk,"Leftists, Rightists, Communists, Socialists, Capitalists. You have all heard about these different political ideologies. In ...",INDIANPOLITICS
12,#PuducherryNews- பிற்பகல் செய்திகள் 27.06.2020,/watch?v=4E0lNfIeb-s,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
13,Kanhaiya Kumar addressing on Current situation of Indian Politics (Part-1),/watch?v=uacS9Fqh1ZU,"Siasat Urdu Daily is organized an extension lecture by former JNU Student Union's President, Mr. Kanhaiya Kumar. Kanhaiya ...",INDIANPOLITICS
14,"Q&A Part 1: 247,194 SUBS",/watch?v=IkpGeu9lf0I,"Top 10 Book recommendations (In no particular order):

 1. The White Tiger
 2. City of Djinns: A Year in Delhi
 3. Curfewed ...",INDIANPOLITICS
15,Flying Beast Interview: Is Air Asia Safe? | Dhruv Rathee,/watch?v=c5XzDqkv0cE,"It has been more than 10 days since Flying Beast, aka Gaurav Taneja raised some important flight safety issues in Air Asia ...",INDIANPOLITICS
16,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought,/watch?v=3TqUZxa1YaE,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought #IrrfanKhan #ZeroThought ...,INDIANPOLITICS
17,How Indian Politics Works (I think),/watch?v=Swc32mFTQug,An outsider's perspective on the big Indian election. I hope I got my facts right! FOLLOW ME: Support me on Patreon!,INDIANPOLITICS
18,Polity Science : संसद (Parliament) | Polity GK | Indian Constitution Quiz,/watch?v=gArvTaWI66o,Indian constitution in hindi | Indian constitution quiz |Indian Polity GK One Liner Questions पंचायती राज व्यवस्था Quiz: ...,INDIANPOLITICS
19,100 Indian Politics GK | Polity GK | Indian Constitution GK in Hindi Questions and Answers | PART-,/watch?v=att2P0S4WG0,"100 Indian Polity & Constitution Gk Questions : Indian Polity & Constitution General Knowledge questions and answers - Part 13"" ...",INDIANPOLITICS
20,Election Process in india | Types of Elections | Hindi,/watch?v=T9Mn-9-pGRQ,"In this video, we will discuss the Election Process in India, What is parliament Types of Election 1) Lok Sabha Elections 2) Rajya ...",INDIANPOLITICS
21,#PuducherryNews  24 மணி நேரத்தில் 87 பேருக்கு கொரோனா தொற்று உறுதியாகியுள்ளது.,/watch?v=NoS1ggPk3cA,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
22,Request for BJP and Congress Supporters by Indian Citizen! #BJP#Modi#Congress#Gandhi#India#AAP,/watch?v=cKk3ag0tgcw,,INDIANPOLITICS
23,Ex RAW Officer NK Sood exposes Dawood's Links in Indian Politics,/watch?v=60k-gGQ2pC4,Indian Politics - Indian Political Parties - Indian Politician Nothing is more important than asking questions in a democratic country ...,INDIANPOLITICS
24,Major opposition party in Indian politics,/watch?v=60myiqxmkHE,"N K Sood has served 30+ Years in Research & Analysis Wing. He has served in countries like Iran, UK & many other.",INDIANPOLITICS
25,The Coalition Era of Indian Politics and 6 Prime Ministers of India from 1989 to 1998 - PHI,/watch?v=x1-iwSWBTEs,,INDIANPOLITICS
26,Chota Bheem of Indian Politics - Rahul Gandhi | Oye Velle,/watch?v=pYnAgtgBS8w,Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and ...,INDIANPOLITICS
27,MOST IMPORTANT INDIAN POLITY MCQ | SSC CGL/MTS/CHSL/RAILWAY/UPSC/UPSSSC/RAILWAY,/watch?v=9Xgzhup529c,RAHUL GANDHI - CHOTA BHEEM OF INDIAN POLITICS Download u dictionary https://dn66q.app.goo.gl/oyevelleapr19 JOIN ...,INDIANPOLITICS
28,Our Experience with CORRUPTION in Indian Politics #GroundReport,/watch?v=dzQBtq1raHw,how to crack exam -MOST IMPORTANT INDIAN POLITY MCQ regarding previous question paper..previous year papers and how ...,INDIANPOLITICS
29,Rajneeti |When Rahul Gandhi Joined BJP|Indian Politics Roast|Lakshay Chaudhary,/watch?v=Wkt_7ei5_Ss,Manisha and I have gotten to experience corruption first-hand as we see behind-the-scenes of our father's political campaign ...,INDIANPOLITICS
30,A Close look at Indian politics beyond Modi & BJP | ep 282,/watch?v=NuNzdhAQDNc,"This Video is for Entertainment Purpose only, Take it lightly. I do not support any particular Political Party or Such False Belief!",INDIANPOLITICS
31,DNA: How the face of Indian politics is becoming Congress-free,/watch?v=cPB7O834Ch0,"#CutTheClutter #CTC

Political parties in India have started learning how to peacefully co-exist with India's political giant ...",INDIANPOLITICS
32,Indian politics GK FOR ALL COMPETITIVE EXAM,/watch?v=vHcGEtZQcZQ,"Watch this special segment and get to know about, How Indian politics is becoming congress free? To know more watch this full ...",INDIANPOLITICS
33,kgb agent in indian politics 2017 || open secret,/watch?v=i53lCohVZww,,INDIANPOLITICS
34,'Most Awaited Entry In Indian Politics': Prashant Kishor On Priyanka Gandhi | ABP News,/watch?v=CGNFKS9BusQ,is video me hamne ye batane ki koshis ki hai ki 90 ke dashak me kgb aur indian politics ke tar kis prkaar jude huye hone ki ...,INDIANPOLITICS
35,What is indian politics by Pushpendra Kulshrestha | Pushpendra Kulshrestha on Indian politics |,/watch?v=Wt2cuIads8c,Election strategist and vice-president of Janata Dal (United) on Wednesday welcomed Priyanka Gandhi's stepping up to the altar ...,INDIANPOLITICS
36,Watch in Video: The journey of Amit Shah in Indian politics,/watch?v=S4jluXxMHDI,What is reality behind indian politics and what they're doing? About all these things pushpendra kulshrestha ji has been ...,INDIANPOLITICS
37,Why is Muslim victim card in Indian Politics? Tahir Gora's Commentary @TAGTV,/watch?v=jX7WvAJfEPU,Watch in Video: The journey of Amit Shah in Indian politics.,INDIANPOLITICS
0,Indian Politics Explained,/watch?v=HuK2WPmcbjA,In this video I have pin pointed a problem that exists in the Indian politics which by the way is the growing concern behind ...,INDIANPOLITICS
1,Indian Political Leaders' Love Affairs (BBC Hindi),/watch?v=6eJGMFAr780,पश्चिम की तरह भारतीय राजनेताओं के प्रेम प्रसंगों पर भारतीय मीडिया में खुल...,INDIANPOLITICS
2,Indian Elections | Patriot Act with Hasan Minhaj | Netflix,/watch?v=qqZ_SH9N3Xo,"On the latest episode of Patriot Act, Hasan analyzes the current state of politics in India and what it means to him as an ...",INDIANPOLITICS
3,Indian Elections - Stand-up Comedy by Varun Grover,/watch?v=sy0T-M-4too,Elections 2019 mein alag hi level ka mazaak chal raha tha. Performed this bit in Aazaadi Tour in Mumbai in May 2019. Video shot ...,INDIANPOLITICS
4,"Amit Shah ""BAAP of Politics"" Funny Indian Politics | Amit shah thug life ✔️",/watch?v=qQ6HOuRahNo,"Amit shah best reply on cab, Amit shah reply on citizenship amendment bill. amit shah heated moment on ""Cab"". amit shah funny ...",INDIANPOLITICS
5,Dirty Secret of Indian Politics: Why is it full of criminals and gangsters?,/watch?v=tN0iyfob8-U,Gangs of Wasseypur. Omakara. Raees. It's not just in the movies. 1 in 3 of our elected MPs have criminal cases against them.,INDIANPOLITICS
6,BASIC POLITICAL KNOWLEDGE |  DELHI ON INDIAN POLITICS | JAAN PEHCHAAN POLITICS |,/watch?v=0PZTNBrkrPM,"With elections around, team Jaan Pehchaan went to various places in National Capital to check the BASIC POLITICAL ...",INDIANPOLITICS
7,Halla Bol: Will PM Modi finally wipe out Congress from Indian politics?,/watch?v=H1eJegIwtMk,Exit polls by India Today Group-Cicero for Maharashtra and Haryana Assembly polls indicate a complete wipeout of the Congress ...,INDIANPOLITICS
8,लालू प्रसाद यादव की धमाकेदार कॉमेडी || Lalu Yadav funny video || Indian politics || funny politician,/watch?v=l5yjgIl96_o,Lalu Yadav is an Indian politician who gives sarcastic speeches. He is liked by all as his sense pf humor is great. His speeches is ...,INDIANPOLITICS
9,Impact of COVID-19 on Contemporary Indian Politics: New Dimensions and Challenges by Pol Sc.,/watch?v=WyY5mnXoi6E,,INDIANPOLITICS
10,India - Political debate ends in punch up,/watch?v=Ver5_wkK1Wk,T/I: 10:59:40 A political crisis in a key Indian state degenerated into pandemonium Tuesday (21/10) as politicians traded punches ...,INDIANPOLITICS
11,Left vs Right: Which is best political ideology? | By Dhruv Rathee,/watch?v=xYdvj28s6bk,"Leftists, Rightists, Communists, Socialists, Capitalists. You have all heard about these different political ideologies. In ...",INDIANPOLITICS
12,#PuducherryNews- பிற்பகல் செய்திகள் 27.06.2020,/watch?v=4E0lNfIeb-s,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
13,Kanhaiya Kumar addressing on Current situation of Indian Politics (Part-1),/watch?v=uacS9Fqh1ZU,"Siasat Urdu Daily is organized an extension lecture by former JNU Student Union's President, Mr. Kanhaiya Kumar. Kanhaiya ...",INDIANPOLITICS
14,"Q&A Part 1: 247,194 SUBS",/watch?v=IkpGeu9lf0I,"Top 10 Book recommendations (In no particular order):

 1. The White Tiger
 2. City of Djinns: A Year in Delhi
 3. Curfewed ...",INDIANPOLITICS
15,Flying Beast Interview: Is Air Asia Safe? | Dhruv Rathee,/watch?v=c5XzDqkv0cE,"It has been more than 10 days since Flying Beast, aka Gaurav Taneja raised some important flight safety issues in Air Asia ...",INDIANPOLITICS
16,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought,/watch?v=3TqUZxa1YaE,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought #IrrfanKhan #ZeroThought ...,INDIANPOLITICS
17,How Indian Politics Works (I think),/watch?v=Swc32mFTQug,An outsider's perspective on the big Indian election. I hope I got my facts right! FOLLOW ME: Support me on Patreon!,INDIANPOLITICS
18,Polity Science : संसद (Parliament) | Polity GK | Indian Constitution Quiz,/watch?v=gArvTaWI66o,Indian constitution in hindi | Indian constitution quiz |Indian Polity GK One Liner Questions पंचायती राज व्यवस्था Quiz: ...,INDIANPOLITICS
19,100 Indian Politics GK | Polity GK | Indian Constitution GK in Hindi Questions and Answers | PART-,/watch?v=att2P0S4WG0,"100 Indian Polity & Constitution Gk Questions : Indian Polity & Constitution General Knowledge questions and answers - Part 13"" ...",INDIANPOLITICS
20,Election Process in india | Types of Elections | Hindi,/watch?v=T9Mn-9-pGRQ,"In this video, we will discuss the Election Process in India, What is parliament Types of Election 1) Lok Sabha Elections 2) Rajya ...",INDIANPOLITICS
21,#PuducherryNews  24 மணி நேரத்தில் 87 பேருக்கு கொரோனா தொற்று உறுதியாகியுள்ளது.,/watch?v=NoS1ggPk3cA,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
22,Request for BJP and Congress Supporters by Indian Citizen! #BJP#Modi#Congress#Gandhi#India#AAP,/watch?v=cKk3ag0tgcw,,INDIANPOLITICS
23,Ex RAW Officer NK Sood exposes Dawood's Links in Indian Politics,/watch?v=60k-gGQ2pC4,Indian Politics - Indian Political Parties - Indian Politician Nothing is more important than asking questions in a democratic country ...,INDIANPOLITICS
24,Major opposition party in Indian politics,/watch?v=60myiqxmkHE,"N K Sood has served 30+ Years in Research & Analysis Wing. He has served in countries like Iran, UK & many other.",INDIANPOLITICS
25,The Coalition Era of Indian Politics and 6 Prime Ministers of India from 1989 to 1998 - PHI,/watch?v=x1-iwSWBTEs,,INDIANPOLITICS
26,Chota Bheem of Indian Politics - Rahul Gandhi | Oye Velle,/watch?v=pYnAgtgBS8w,Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and ...,INDIANPOLITICS
27,MOST IMPORTANT INDIAN POLITY MCQ | SSC CGL/MTS/CHSL/RAILWAY/UPSC/UPSSSC/RAILWAY,/watch?v=9Xgzhup529c,RAHUL GANDHI - CHOTA BHEEM OF INDIAN POLITICS Download u dictionary https://dn66q.app.goo.gl/oyevelleapr19 JOIN ...,INDIANPOLITICS
28,Our Experience with CORRUPTION in Indian Politics #GroundReport,/watch?v=dzQBtq1raHw,how to crack exam -MOST IMPORTANT INDIAN POLITY MCQ regarding previous question paper..previous year papers and how ...,INDIANPOLITICS
29,Rajneeti |When Rahul Gandhi Joined BJP|Indian Politics Roast|Lakshay Chaudhary,/watch?v=Wkt_7ei5_Ss,Manisha and I have gotten to experience corruption first-hand as we see behind-the-scenes of our father's political campaign ...,INDIANPOLITICS
30,A Close look at Indian politics beyond Modi & BJP | ep 282,/watch?v=NuNzdhAQDNc,"This Video is for Entertainment Purpose only, Take it lightly. I do not support any particular Political Party or Such False Belief!",INDIANPOLITICS
31,DNA: How the face of Indian politics is becoming Congress-free,/watch?v=cPB7O834Ch0,"#CutTheClutter #CTC

Political parties in India have started learning how to peacefully co-exist with India's political giant ...",INDIANPOLITICS
32,Indian politics GK FOR ALL COMPETITIVE EXAM,/watch?v=vHcGEtZQcZQ,"Watch this special segment and get to know about, How Indian politics is becoming congress free? To know more watch this full ...",INDIANPOLITICS
33,kgb agent in indian politics 2017 || open secret,/watch?v=i53lCohVZww,,INDIANPOLITICS
34,'Most Awaited Entry In Indian Politics': Prashant Kishor On Priyanka Gandhi | ABP News,/watch?v=CGNFKS9BusQ,is video me hamne ye batane ki koshis ki hai ki 90 ke dashak me kgb aur indian politics ke tar kis prkaar jude huye hone ki ...,INDIANPOLITICS
35,What is indian politics by Pushpendra Kulshrestha | Pushpendra Kulshrestha on Indian politics |,/watch?v=Wt2cuIads8c,Election strategist and vice-president of Janata Dal (United) on Wednesday welcomed Priyanka Gandhi's stepping up to the altar ...,INDIANPOLITICS
36,Watch in Video: The journey of Amit Shah in Indian politics,/watch?v=S4jluXxMHDI,What is reality behind indian politics and what they're doing? About all these things pushpendra kulshrestha ji has been ...,INDIANPOLITICS
37,Why is Muslim victim card in Indian Politics? Tahir Gora's Commentary @TAGTV,/watch?v=jX7WvAJfEPU,Watch in Video: The journey of Amit Shah in Indian politics.,INDIANPOLITICS
0,Indian Politics Explained,/watch?v=HuK2WPmcbjA,In this video I have pin pointed a problem that exists in the Indian politics which by the way is the growing concern behind ...,INDIANPOLITICS
1,Indian Political Leaders' Love Affairs (BBC Hindi),/watch?v=6eJGMFAr780,पश्चिम की तरह भारतीय राजनेताओं के प्रेम प्रसंगों पर भारतीय मीडिया में खुल...,INDIANPOLITICS
2,Indian Elections | Patriot Act with Hasan Minhaj | Netflix,/watch?v=qqZ_SH9N3Xo,"On the latest episode of Patriot Act, Hasan analyzes the current state of politics in India and what it means to him as an ...",INDIANPOLITICS
3,Indian Elections - Stand-up Comedy by Varun Grover,/watch?v=sy0T-M-4too,Elections 2019 mein alag hi level ka mazaak chal raha tha. Performed this bit in Aazaadi Tour in Mumbai in May 2019. Video shot ...,INDIANPOLITICS
4,"Amit Shah ""BAAP of Politics"" Funny Indian Politics | Amit shah thug life ✔️",/watch?v=qQ6HOuRahNo,"Amit shah best reply on cab, Amit shah reply on citizenship amendment bill. amit shah heated moment on ""Cab"". amit shah funny ...",INDIANPOLITICS
5,Dirty Secret of Indian Politics: Why is it full of criminals and gangsters?,/watch?v=tN0iyfob8-U,Gangs of Wasseypur. Omakara. Raees. It's not just in the movies. 1 in 3 of our elected MPs have criminal cases against them.,INDIANPOLITICS
6,BASIC POLITICAL KNOWLEDGE |  DELHI ON INDIAN POLITICS | JAAN PEHCHAAN POLITICS |,/watch?v=0PZTNBrkrPM,"With elections around, team Jaan Pehchaan went to various places in National Capital to check the BASIC POLITICAL ...",INDIANPOLITICS
7,Halla Bol: Will PM Modi finally wipe out Congress from Indian politics?,/watch?v=H1eJegIwtMk,Exit polls by India Today Group-Cicero for Maharashtra and Haryana Assembly polls indicate a complete wipeout of the Congress ...,INDIANPOLITICS
8,लालू प्रसाद यादव की धमाकेदार कॉमेडी || Lalu Yadav funny video || Indian politics || funny politician,/watch?v=l5yjgIl96_o,Lalu Yadav is an Indian politician who gives sarcastic speeches. He is liked by all as his sense pf humor is great. His speeches is ...,INDIANPOLITICS
9,Impact of COVID-19 on Contemporary Indian Politics: New Dimensions and Challenges by Pol Sc.,/watch?v=WyY5mnXoi6E,,INDIANPOLITICS
10,India - Political debate ends in punch up,/watch?v=Ver5_wkK1Wk,T/I: 10:59:40 A political crisis in a key Indian state degenerated into pandemonium Tuesday (21/10) as politicians traded punches ...,INDIANPOLITICS
11,Left vs Right: Which is best political ideology? | By Dhruv Rathee,/watch?v=xYdvj28s6bk,"Leftists, Rightists, Communists, Socialists, Capitalists. You have all heard about these different political ideologies. In ...",INDIANPOLITICS
12,#PuducherryNews- பிற்பகல் செய்திகள் 27.06.2020,/watch?v=4E0lNfIeb-s,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
13,Kanhaiya Kumar addressing on Current situation of Indian Politics (Part-1),/watch?v=uacS9Fqh1ZU,"Siasat Urdu Daily is organized an extension lecture by former JNU Student Union's President, Mr. Kanhaiya Kumar. Kanhaiya ...",INDIANPOLITICS
14,"Q&A Part 1: 247,194 SUBS",/watch?v=IkpGeu9lf0I,"Top 10 Book recommendations (In no particular order):

 1. The White Tiger
 2. City of Djinns: A Year in Delhi
 3. Curfewed ...",INDIANPOLITICS
15,Flying Beast Interview: Is Air Asia Safe? | Dhruv Rathee,/watch?v=c5XzDqkv0cE,"It has been more than 10 days since Flying Beast, aka Gaurav Taneja raised some important flight safety issues in Air Asia ...",INDIANPOLITICS
16,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought,/watch?v=3TqUZxa1YaE,Irrfan Khan : One tight slap to the Indian Politics | Hindu | Muslim | BJP | Congress | Zero Thought #IrrfanKhan #ZeroThought ...,INDIANPOLITICS
17,How Indian Politics Works (I think),/watch?v=Swc32mFTQug,An outsider's perspective on the big Indian election. I hope I got my facts right! FOLLOW ME: Support me on Patreon!,INDIANPOLITICS
18,Polity Science : संसद (Parliament) | Polity GK | Indian Constitution Quiz,/watch?v=gArvTaWI66o,Indian constitution in hindi | Indian constitution quiz |Indian Polity GK One Liner Questions पंचायती राज व्यवस्था Quiz: ...,INDIANPOLITICS
19,100 Indian Politics GK | Polity GK | Indian Constitution GK in Hindi Questions and Answers | PART-,/watch?v=att2P0S4WG0,"100 Indian Polity & Constitution Gk Questions : Indian Polity & Constitution General Knowledge questions and answers - Part 13"" ...",INDIANPOLITICS
20,Election Process in india | Types of Elections | Hindi,/watch?v=T9Mn-9-pGRQ,"In this video, we will discuss the Election Process in India, What is parliament Types of Election 1) Lok Sabha Elections 2) Rajya ...",INDIANPOLITICS
21,#PuducherryNews  24 மணி நேரத்தில் 87 பேருக்கு கொரோனா தொற்று உறுதியாகியுள்ளது.,/watch?v=NoS1ggPk3cA,"AMNTV is a social responsible Channel updating Current News, Breaking News, Indian politics News, National News, Kollywood ...",INDIANPOLITICS
22,Request for BJP and Congress Supporters by Indian Citizen! #BJP#Modi#Congress#Gandhi#India#AAP,/watch?v=cKk3ag0tgcw,,INDIANPOLITICS
23,Ex RAW Officer NK Sood exposes Dawood's Links in Indian Politics,/watch?v=60k-gGQ2pC4,Indian Politics - Indian Political Parties - Indian Politician Nothing is more important than asking questions in a democratic country ...,INDIANPOLITICS
24,Major opposition party in Indian politics,/watch?v=60myiqxmkHE,"N K Sood has served 30+ Years in Research & Analysis Wing. He has served in countries like Iran, UK & many other.",INDIANPOLITICS
25,The Coalition Era of Indian Politics and 6 Prime Ministers of India from 1989 to 1998 - PHI,/watch?v=x1-iwSWBTEs,,INDIANPOLITICS
26,Chota Bheem of Indian Politics - Rahul Gandhi | Oye Velle,/watch?v=pYnAgtgBS8w,Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and ...,INDIANPOLITICS
27,MOST IMPORTANT INDIAN POLITY MCQ | SSC CGL/MTS/CHSL/RAILWAY/UPSC/UPSSSC/RAILWAY,/watch?v=9Xgzhup529c,RAHUL GANDHI - CHOTA BHEEM OF INDIAN POLITICS Download u dictionary https://dn66q.app.goo.gl/oyevelleapr19 JOIN ...,INDIANPOLITICS
28,Our Experience with CORRUPTION in Indian Politics #GroundReport,/watch?v=dzQBtq1raHw,how to crack exam -MOST IMPORTANT INDIAN POLITY MCQ regarding previous question paper..previous year papers and how ...,INDIANPOLITICS
29,Rajneeti |When Rahul Gandhi Joined BJP|Indian Politics Roast|Lakshay Chaudhary,/watch?v=Wkt_7ei5_Ss,Manisha and I have gotten to experience corruption first-hand as we see behind-the-scenes of our father's political campaign ...,INDIANPOLITICS
30,A Close look at Indian politics beyond Modi & BJP | ep 282,/watch?v=NuNzdhAQDNc,"This Video is for Entertainment Purpose only, Take it lightly. I do not support any particular Political Party or Such False Belief!",INDIANPOLITICS
31,DNA: How the face of Indian politics is becoming Congress-free,/watch?v=cPB7O834Ch0,"#CutTheClutter #CTC

Political parties in India have started learning how to peacefully co-exist with India's political giant ...",INDIANPOLITICS
32,Indian politics GK FOR ALL COMPETITIVE EXAM,/watch?v=vHcGEtZQcZQ,"Watch this special segment and get to know about, How Indian politics is becoming congress free? To know more watch this full ...",INDIANPOLITICS
33,kgb agent in indian politics 2017 || open secret,/watch?v=i53lCohVZww,,INDIANPOLITICS
34,'Most Awaited Entry In Indian Politics': Prashant Kishor On Priyanka Gandhi | ABP News,/watch?v=CGNFKS9BusQ,is video me hamne ye batane ki koshis ki hai ki 90 ke dashak me kgb aur indian politics ke tar kis prkaar jude huye hone ki ...,INDIANPOLITICS
35,What is indian politics by Pushpendra Kulshrestha | Pushpendra Kulshrestha on Indian politics |,/watch?v=Wt2cuIads8c,Election strategist and vice-president of Janata Dal (United) on Wednesday welcomed Priyanka Gandhi's stepping up to the altar ...,INDIANPOLITICS
36,Watch in Video: The journey of Amit Shah in Indian politics,/watch?v=S4jluXxMHDI,What is reality behind indian politics and what they're doing? About all these things pushpendra kulshrestha ji has been ...,INDIANPOLITICS
37,Why is Muslim victim card in Indian Politics? Tahir Gora's Commentary @TAGTV,/watch?v=jX7WvAJfEPU,Watch in Video: The journey of Amit Shah in Indian politics.,INDIANPOLITICS
0,Indian Politics Explained,/watch?v=HuK2WPmcbjA,In this video I have pin pointed a problem that exists in the Indian politics which by the way is the growing concern behind ...,INDIANPOLITICS
1,Indian Political Leaders' Love Affairs (BBC Hindi),/watch?v=6eJGMFAr780,पश्चिम की तरह भारतीय राजनेताओं के प्रेम प्रसंगों पर भारतीय मीडिया में खुल...,INDIANPOLITICS
2,Indian Elections | Patriot Act with Hasan Minhaj | Netflix,/watch?v=qqZ_SH9N3Xo,"On the latest episode of Patriot Act, Hasan analyzes the current state of politics in India and what it means to him as an ...",INDIANPOLITICS
3,Indian Elections - Stand-up Comedy by Varun Grover,/watch?v=sy0T-M-4too,Elections 2019 mein alag hi level ka mazaak chal raha tha. Performed this bit in Aazaadi Tour in Mumbai in May 2019. Video shot ...,INDIANPOLITICS
4,"Amit Shah ""BAAP of Politics"" Funny Indian Politics | Amit shah thug life ✔️",/watch?v=qQ6HOuRahNo,"Amit shah best reply on cab, Amit shah reply on citizenship amendment bill. amit shah heated moment on ""Cab"". amit shah funny ...",INDIANPOLITICS
5,Dirty Secret of Indian Politics: Why is it full of criminals and gangsters?,/watch?v=tN0iyfob8-U,Gangs of Wasseypur. Omakara. Raees. It's not just in the movies. 1 in 3 of our elected MPs have criminal cases against them.,INDIANPOLITICS
6,BASIC POLITICAL KNOWLEDGE |  DELHI ON INDIAN POLITICS | JAAN PEHCHAAN POLITICS |,/watch?v=0PZTNBrkrPM,"With elections around, team Jaan Pehchaan went to various places in National Capital to check the BASIC POLITICAL ...",INDIANPOLITICS
7,Halla Bol: Will PM Modi finally wipe out Congress from Indian politics?,/watch?v=H1eJegIwtMk,Exit polls by India Today Group-Cicero for Maharashtra and Haryana Assembly polls indicate a complete wipeout of the Congress ...,INDIANPOLITICS
8,लालू प्रसाद यादव की धमाकेदार कॉमेडी || Lalu Yadav funny video || Indian politics || funny politician,/watch?v=l5yjgIl96_o,Lalu Yadav is an Indian politician who gives sarcastic speeches. He is liked by all as his sense pf humor is great. His speeches is ...,INDIANPOLITICS
9,Impact of COVID-19 on Contemporary Indian Politics: New Dimensions and Challenges by Pol Sc.,/watch?v=WyY5mnXoi6E,,INDIANPOLITICS
